"camis","dba","boro","building","street","zipcode","phone","cuisine_description","inspection_date","action","violation_code","violation_description","critical_flag","score","grade","grade_date","record_date","inspection_type","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"50087322","LAS AMERICAS BAKERY","Queens","4030","82ND ST","11373","2149987333","Bakery Products/Desserts","2019-10-23T00:00:00.000","Violations were cited in the following area(s).","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","12","A","2019-10-23T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.746844194343","-73.883804452346","404","25","026901","4036878","4014920021","QN29"
"50107867","EIM KHAO MUN KAI RESTAURANT","Queens","81-32","BROADWAY","11373","5622829456","Thai","2021-11-23T00:00:00.000","Violations were cited in the following area(s).","04M","Live roaches present in facility's food and/or non-food areas.","Critical","27",,,"2022-03-21T06:00:38.000","Pre-permit (Operational) / Initial Inspection","40.743190589915","-73.88348605615","404","25","048100","4038194","4015277502","QN29"
"41417111","HAMPTON INN CHELSEA","Manhattan","108","WEST   24 STREET","10011","2124141000","American","2016-04-06T00:00:00.000","Violations were cited in the following area(s).","10H","Proper sanitization not provided for utensil ware washing operation.","Not Critical","12","A","2016-04-06T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.743801230938","-73.992912239873","104","03","009100","1014958","1007990046","MN13"
"40376496","MANHATTAN MONSTER","Manhattan","80","GROVE STREET","10014","2129243557","American","2018-04-18T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical","18",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.733407004766","-74.002428368437","102","03","007100","1010232","1005920040","MN23"
"41719056","CHINA MOON","Manhattan","7","EAST   47 STREET","10017","2122074787","Chinese","2019-06-07T00:00:00.000","Violations were cited in the following area(s).","06A","Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.","Critical","13","A","2019-06-07T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.756436227556","-73.978039641499","105","04","009400","1035412","1012830008","MN17"
"50017262","ROYAL CUISINE YARD FOOD","Brooklyn","324A","UTICA AVENUE","11213","3474046346","Caribbean","2016-08-12T00:00:00.000","Violations were cited in the following area(s).","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","33","C","2016-08-12T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.666828488213","-73.931320434216","309","35","035100","3037942","3014080037","BK61"
"40401821","THREE DECKER RESTAURANT","Manhattan","1746","2 AVENUE","10128","2122899936","American","2021-08-09T00:00:00.000","Violations were cited in the following area(s).","02G","Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.","Critical","9","A","2021-08-09T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.781009232578","-73.949440685825","108","05","015400","1050200","1015530049","MN32"
"40941224","SOMOON","Queens","4104","162 STREET","11358","7186614770","Asian/Asian Fusion","2020-01-10T00:00:00.000","Violations were cited in the following area(s).","10E","Accurate thermometer not provided in refrigerated or hot holding equipment.","Not Critical","17",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.761197592995","-73.803880195917","407","20","117100","4120428","4053340017","QN51"
"50101039","NEW GARDEN RESTAURANT","Staten Island","1755","RICHMOND ROAD","10306","7186689059","Chinese","2021-11-01T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","12","A","2021-11-01T00:00:00.000","2022-03-21T06:00:38.000","Pre-permit (Operational) / Initial Inspection","40.58744782934","-74.103517495581","502","50","018100","5022931","5008870028","SI24"
"50018264","Legends Bar & Restaurant","Bronx","1735","EAST  172 STREET","10472","3472698008","Spanish","2017-05-18T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical","6",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.832514783651","-73.869716322398","209","18","007600","2027726","2038730001","BX08"
"41604442","AMARU","Queens","8413","NORTHERN BOULEVARD","11372","7182055577","Peruvian","2018-04-06T00:00:00.000","Violations were cited in the following area(s).","04L","Evidence of mice or live mice present in facility's food and/or non-food areas.","Critical","21",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.755777876569","-73.88329069839","403","25","033700","4034623","4014140041","QN28"
"50071517","YARD WITH STYLE JAMAICAN RESTAURANT","Brooklyn","10420","FLATLANDS AVENUE","11236","7182578036","Caribbean","2020-03-04T00:00:00.000","Violations were cited in the following area(s).","02B","Hot food item not held at or above 140º F.","Critical","9","A","2020-03-04T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.647175957136","-73.895193085431","318","46","098600","3230535","3082120044","BK50"
"50046429","CHARO RESTAURANT","Queens","10201","37TH AVE","11368","7187797730","Spanish","2019-09-23T00:00:00.000","Violations were cited in the following area(s).","06F","Wiping cloths soiled or not stored in sanitizing solution.","Critical","27",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.75304904009","-73.865259596585","403","21","037900","4043329","4017430035","QN26"
"50090400","LIV SALAD","Queens","3186","37TH ST","11103","3478080227","Salads","2019-08-15T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical","11","A","2019-08-15T00:00:00.000","2022-03-21T06:00:38.000","Pre-permit (Operational) / Initial Inspection","40.760277918627","-73.920156253042","401","22","006100","4000000","4006490001","QN70"
"41388432","THE TAP HOUSE","Queens","7207","AUSTIN STREET","11375","7189970500","Irish","2018-10-30T00:00:00.000","Violations were cited in the following area(s).","04A","Food Protection Certificate not held by supervisor of food operations.","Critical","18",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.719220740483","-73.842326778001","406","29","073700","4078032","4032580028","QN17"
"40377560","HOT POT","Queens","22813","MERRICK BOULEVARD","11413","7185253201","Caribbean","2019-02-04T00:00:00.000","Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","65",,,"2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.676626506659","-73.741990586543","413","31","063200","4445249","4129670019","QN66"
"50070654","JOE & THE JUICE","Manhattan","801","LEXINGTON AVENUE","10065","9179240079","Juice, Smoothies, Fruit Salads","2019-08-02T00:00:00.000","Establishment re-opened by DOHMH.","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","2","C","2019-08-02T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Reopening Inspection","40.764000846442","-73.966871599238","108","04","011402","1041994","1013960051","MN40"
"40891446","HOTEL CARLYLE","Manhattan","35","EAST   76 STREET","10021","2127441600","American","2020-03-02T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical","13","A","2020-03-02T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.77425965477","-73.963284863567","108","04","013000","1041797","1013910021","MN40"
"50045829","MAXWELL'S BAR & RESTAURANT","Manhattan","1325","5 AVENUE","10029","6466570993","American","2019-12-10T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","16","B","2019-12-10T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.797699696507","-73.948608088055","111","09","017402","1086046","1016170001","MN33"
"50045829","MAXWELL'S BAR & RESTAURANT","Manhattan","1325","5 AVENUE","10029","6466570993","American","2019-12-10T00:00:00.000","Violations were cited in the following area(s).","10F","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical","16","B","2019-12-10T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.797699696507","-73.948608088055","111","09","017402","1086046","1016170001","MN33"
"41457158","THE MUSIC BOX","Queens","4008","74 STREET","11373","9175547907","Bottled Beverages","2018-02-24T00:00:00.000","Violations were cited in the following area(s).","06D","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.","Critical","10","A","2018-02-24T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Re-inspection","40.746335566929","-73.891344502046","404","25","026500","4030472","4013050133","QN50"
"41426964","HOLIDAY INN EXPRESS NYC TIMES SQUARE","Manhattan","343","WEST   39 STREET","10018","2122391222","American","2017-07-18T00:00:00.000","Violations were cited in the following area(s).","04N","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.","Critical","10","A","2017-07-18T00:00:00.000","2022-03-21T06:00:38.000","Cycle Inspection / Initial Inspection","40.755869915431","-73.992452544823","104","03","011500","1087498","1007630012","MN15"
